kind	left	middle	right	count
bigram	整个		世界	430
bigram	整个		过程	427
bigram	整体		上市	585
bigram	整体		素质	246
bigram	文件		系统	474
bigram	文化		交流	325
bigram	文化		产业	527
bigram	文化		底蕴	271
bigram	文化		建设	466
bigram	文化		艺术	283
bigram	文化		遗产	567
bigram	文学		作品	330
bigram	文明		用语	708
bigram	文章		内容	330
bigram	文章		来源	369
bigram	文章		类型	529
bigram	新兴		市场	283
bigram	新华		书店	260
bigram	新年		快乐	344
bigram	新浪		体育	292
bigram	新浪		博客	292
bigram	新浪		娱乐	308
bigram	新闻		中心	308
bigram	新闻		媒体	645
bigram	新闻		报道	377
bigram	新闻		联播	361
bigram	方方		面面	503
bigram	方针		政策	261
bigram	施工		单位	307
bigram	旅游		景点	351
bigram	旅游		资源	339
bigram	无可		奈何	481
bigram	无处		不在	420
bigram	无形		资产	277
bigram	无所		事事	360
bigram	无法		使用	648
bigram	无法		正常	263
bigram	无线		网卡	376
bigram	无线		网络	462
bigram	无缘		无故	306
bigram	无论		如何	1160
bigram	日常		工作	335
bigram	日常		生活	709
bigram	日本		政府	434
bigram	早上		吃什么	25000
bigram	早上		起来	283
bigram	早点		休息	25000
bigram	时候		出发	50000
bigram	时有		发生	247
bigram	明天		什么	25000
bigram	明天		早上	25000
bigram	明白		你的	25000
bigram	明确		提出	369
bigram	明确		规定	591
bigram	星际		争霸	254
bigram	春节		期间	366
bigram	是不		可能	1261
bigram	是否		存在	374
bigram	是否		符合	254
bigram	是否		能够	315
bigram	显示		出来	271
bigram	晚上		吃什么	26000
bigram	晚上		早点	25000
bigram	晚点		联系	4000
bigram	普遍		存在	362
bigram	智能		手机	704
bigram	暴风		影音	373
bigram	更多		信息	1088
bigram	曾经		说过	297
bigram	最佳		时间	297
bigram	最佳		选择	333
bigram	最受		欢迎	515
bigram	最后		一天	434
bigram	最后		一次	1154
bigram	最后		更新	1030
bigram	最后		还是	539
bigram	最大		限度	1003
bigram	最新		消息	316
bigram	最新		版本	323
bigram	最终		还是	509
bigram	最近		几年	259
bigram	最高		境界	293
bigram	最高		法院	276
bigram	有一		个人	675
bigram	有事		留言	1600
bigram	有些		事情	487
bigram	有人		认为	455
bigram	有关		人员	382
bigram	有关		人士	587
bigram	有关		单位	365
bigram	有关		情况	270
bigram	有关		方面	517
bigram	有关		法律	628
bigram	有关		规定	3511
bigram	有关		部门	4133
bigram	有关		问题	404
bigram	有很		多人	696
bigram	有意		无意	269
bigram	有所		不同	565
bigram	有效		成分	289
bigram	有效		措施	269
bigram	有机		结合	300
bigram	有空		给我	25000
bigram	有空		聊聊	1600
bigram	有线		电视	500
bigram	有色		金属	519
bigram	有限		公司	10603
bigram	朋友		一起	263
bigram	服务		中心	973
bigram	服务		人员	264
bigram	服务		体系	453
bigram	服务		对象	921
bigram	服务		平台	250
bigram	服务		机构	367
bigram	服务		水平	315
bigram	服务		质量	549
bigram	朝鲜		半岛	244
bigram	期货		公司	275
bigram	期货		市场	371
bigram	未来		发展	366
bigram	未经		授权	355
bigram	未经		许可	549
bigram	本场		比赛	422
bigram	本报		记者	1441
bigram	本来		就是	1242
bigram	本身		就是	892
bigram	机械		设备	288
bigram	杀毒		软件	1468
bigram	来到		这里	347
bigram	来自		中国	317
bigram	来自		北京	262
bigram	极品		飞车	318
bigram	构建		和谐	719
bigram	某种		程度	499
bigram	核心		技术	504
bigram	根本		利益	334
bigram	根本		原因	441
bigram	栽培		技术	336
bigram	检察		机关	558
bigram	检验		检疫	297
bigram	森林		公园	277
bigram	欢迎		光临	547
bigram	欢迎		大家	863
bigram	欢迎		来到	285
bigram	欢迎		访问	388
bigram	正在		进行	710
bigram	正常		使用	325
bigram	正常		工作	316
bigram	正常		运行	323
bigram	正式		发布	254
bigram	正式		启动	441
bigram	正式		开始	359
bigram	正确		处理	254
bigram	此时		此刻	291
bigram	武侠		小说	289
bigram	武器		装备	248
bigram	武林		外传	311
bigram	武汉		大学	348
bigram	死亡		人数	284
bigram	死亡		笔记	250
bigram	每一		个人	1124
bigram	每个		人都	1987
bigram	每天		晚上	467
bigram	每天		都有	399
bigram	每天		都要	353
bigram	每股		收益	497
bigram	比比		皆是	309
bigram	比较		合适	285
bigram	比较		喜欢	725
bigram	比较		容易	585
bigram	毕业		论文	394
bigram	毕业		设计	389
bigram	毕业		证书	252
bigram	毫不		犹豫	605
bigram	毫无		意义	268
bigram	毫无		疑问	613
bigram	民主		党派	253
bigram	民主		政治	254
bigram	民政		部门	273
bigram	民族		主义	378
bigram	民族		团结	285
bigram	民族		文化	359
bigram	民生		银行	375
bigram	民营		企业	1209
bigram	民营		经济	335
bigram	气候		变化	426
bigram	水利		工程	272
bigram	水水		灌灌	419
bigram	永远		不会	700
bigram	污水		处理	289
bigram	汽车		工业	323
bigram	汽车		市场	272
bigram	汽车		行业	247
bigram	没有		人会	351
bigram	没有		什么	4854
bigram	没有		任何	3591
bigram	没有		关系	723
bigram	没有		办法	1650
bigram	没有		发现	566
bigram	没有		安装	250
bigram	没有		必要	1171
bigram	没有		想到	1116
bigram	没有		意义	325
bigram	没有		找到	685
bigram	没有		时间	733
bigram	没有		机会	454
bigram	没有		理由	411
bigram	没有		见过	394
bigram	没有		足够	338
bigram	没有		问题	27018
bigram	治疗		方法	386
bigram	沿海		地区	289
bigram	法律		保护	254
bigram	法律		制度	270
bigram	法律		援助	310
bigram	法律		法规	1098
bigram	法律		规定	651
bigram	法律		责任	1754
bigram	注册		用户	463
bigram	注册		资本	444
bigram	注意		事项	759
bigram	注意		安全	25222
bigram	注明		出处	365
bigram	泪流		满面	404
bigram	流动		人口	397
bigram	流动		资金	262
bigram	流氓		软件	427
bigram	流行		音乐	367
bigram	流通		股东	275
bigram	浙江		大学	416
bigram	浦东		新区	251
bigram	浪费		时间	496
bigram	浮出		水面	384
bigram	海外		市场	330
bigram	海峡		两岸	309
bigram	消费		市场	312
bigram	消费		群体	266
bigram	消费		需求	308
bigram	液晶		电视	860
bigram	深入		人心	366
bigram	深入		开展	483
bigram	深入		研究	302
bigram	清华		大学	1180
bigram	清清		楚楚	332
bigram	温馨		提示	872
bigram	游戏		规则	448
bigram	湖南		卫视	600
bigram	滨海		新区	335
bigram	激励		机制	288
bigram	灌灌		水水	362
bigram	火影		忍者	413
bigram	点击		查看	641
bigram	点击		这里	1239
bigram	点击		进入	266
bigram	点点		滴滴	507
bigram	烟花		爆竹	297
bigram	热点		问题	251
bigram	爱国		主义	303
bigram	爱情		故事	545
bigram	爷爷		奶奶	321
bigram	爸爸		妈妈	1314
bigram	版权		所有	1717
bigram	物业		公司	418
bigram	物业		管理	742
bigram	特价		机票	265
bigram	特别		是在	896
bigram	特别		注意	385
bigram	特殊		情况	404
bigram	犯罪		分子	349
bigram	狠狠		期待	600
bigram	独立		显卡	250
bigram	独立		董事	279
bigram	环保		部门	259
bigram	环境		保护	1157
bigram	环境		卫生	269
bigram	环境		污染	463
bigram	现代		农业	379
bigram	现代		社会	486
bigram	现实		主义	267
bigram	现实		意义	254
bigram	现实		生活	913
bigram	理工		大学	594
bigram	理论		体系	265
bigram	理论		研究	332
bigram	理财		产品	327
bigram	生产		企业	1120
bigram	生产		厂家	520
bigram	生产		基地	851
bigram	生产		工艺	322
bigram	生产		成本	425
bigram	生产		技术	334
bigram	生产		经营	759
bigram	生产		能力	770
bigram	生产		设备	245
bigram	生产		资料	305
bigram	生产		过程	392
bigram	生命		危险	270
bigram	生命		周期	287
bigram	生态		环境	1014
bigram	生态		系统	352
bigram	生日		快乐	1170
bigram	生日		礼物	295
bigram	生活		习惯	427
bigram	生活		愉快	24000
bigram	生活		方式	1225
bigram	生活		条件	255
bigram	生活		水平	513
bigram	生活		环境	369
bigram	生活		质量	508
bigram	生物		技术	364
bigram	生长		发育	354
bigram	用人		单位	1638
bigram	用户		体验	282
bigram	用户		可以	599
bigram	用户		提供	772
bigram	用户		界面	254
bigram	由此		可见	371
bigram	电子		产品	485
bigram	电子		商务	2019
bigram	电子		政务	527
bigram	电子		杂志	267
bigram	电子		竞技	245
bigram	电子		邮件	1335
bigram	电视		节目	698
bigram	电话		号码	835
bigram	电话		联系	249
bigram	疗效		观察	327
bigram	百度		知道	546
bigram	皮肤		过敏	254
bigram	盈利		模式	264
bigram	盈利		能力	430
bigram	监控		系统	335
bigram	监督		检查	607
bigram	监督		管理	619
bigram	监管		部门	517
bigram	目前		国内	715
bigram	目前		市场	632
bigram	目标		任务	276
bigram	直到		现在	477
bigram	直接		关系	381
bigram	直接		影响	711
bigram	直接		投资	257
bigram	相互		作用	352
bigram	相信		自己	591
bigram	相关		专业	270
bigram	相关		信息	596
bigram	相关		内容	596
bigram	相关		政策	284
bigram	相关		法律	256
bigram	相关		规定	1032
bigram	相关		资料	433
bigram	相关		部门	1345
bigram	相对		来说	390
bigram	相比		之下	386
bigram	省委		书记	356
bigram	看不		下去	351
bigram	看不		出来	875
bigram	看不		清楚	365
bigram	真不		知道	843
bigram	真正		做到	304
bigram	睁开		眼睛	340
bigram	知名		企业	287
bigram	知名		品牌	410
bigram	知识		产权	1630
bigram	知识		分子	1241
bigram	知道		为什么	27000
bigram	知道		自己	1888
bigram	石油		公司	333
bigram	矿产		资源	479
bigram	研发		中心	399
bigram	研究		中心	1058
bigram	研究		人员	719
bigram	研究		发现	285
bigram	研究		工作	325
bigram	研究		开发	322
bigram	研究		成果	599
bigram	研究		报告	638
bigram	研究		机构	399
bigram	研究		进展	654
bigram	硕士		学位	350
bigram	社会		主义	5512
bigram	社会		保险	586
bigram	社会		保障	1088
bigram	社会		公众	311
bigram	社会		关系	284
bigram	社会		发展	1059
bigram	社会		各界	901
bigram	社会		和谐	444
bigram	社会		团体	252
bigram	社会		地位	264
bigram	社会		实践	280
bigram	社会		效益	325
bigram	社会		治安	424
bigram	社会		环境	341
bigram	社会		生活	434
bigram	社会		福利	279
bigram	社会		科学	292
bigram	社会		稳定	560
bigram	社会		经济	398
bigram	社会		责任	542
bigram	社会		进步	254
bigram	社会		问题	425
bigram	社保		基金	322
bigram	祝你		工作	24000
bigram	祝你		生活	24000
bigram	神经		系统	273
bigram	离家		出走	250
bigram	私募		基金	252
bigram	私营		企业	404
bigram	种植		面积	268
bigram	科学		发展	641
bigram	科学		技术	947
bigram	科学		研究	554
bigram	科技		人员	244
bigram	科技		创新	627
bigram	科技		发展	357
bigram	科技		含量	262
bigram	科技		成果	356
bigram	科技		进步	421
bigram	科研		人员	264
bigram	科研		成果	291
bigram	科研		机构	253
bigram	积极		主动	277
bigram	积极		作用	333
bigram	积极		参与	737
bigram	积极		参加	248
bigram	积极		开展	468
bigram	积极		探索	402
bigram	移动		电话	358
bigram	移动		硬盘	620
bigram	移动		通信	554
bigram	程序		设计	283
bigram	稍等		一下	4000
bigram	税务		机关	557
bigram	稳稳		拿下	600
bigram	空气		质量	246
bigram	突出		问题	413
bigram	突发		事件	537
bigram	突然		出现	374
bigram	突然		想起	455
bigram	突然		觉得	403
bigram	竞争		优势	585
bigram	竞争		对手	1572
bigram	竞争		激烈	370
bigram	符合		国家	245
bigram	符合		条件	449
bigram	第一		个人	24000
bigram	第一		件事	317
bigram	第一		印象	256
bigram	第一		句话	299
bigram	第一		季度	484
bigram	第一		时间	1459
bigram	第一		部分	294
bigram	第一		阶段	468
bigram	第三		产业	365
bigram	第三		季度	610
bigram	第二		季度	325
bigram	第二		阶段	420
bigram	第四		季度	381
bigram	等等		等等	246
bigram	简体		中文	310
bigram	管理		中心	545
bigram	管理		人员	1365
bigram	管理		体制	572
bigram	管理		体系	343
bigram	管理		制度	730
bigram	管理		办法	968
bigram	管理		团队	261
bigram	管理		学院	258
bigram	管理		工作	1032
bigram	管理		机构	439
bigram	管理		条例	289
bigram	管理		模式	534
bigram	管理		水平	495
bigram	管理		系统	960
bigram	管理		经验	303
bigram	管理		能力	246
bigram	管理		规定	597
bigram	管理		软件	408
bigram	管理		部门	1161
bigram	精神		状态	322
bigram	系列		产品	712
bigram	系列		活动	249
bigram	系统		工程	302
bigram	系统		集成	257
bigram	素质		教育	616
bigram	紧密		结合	404
bigram	紧紧		围绕	353
bigram	紧紧		抓住	247
bigram	组成		部分	1197
bigram	组织		实施	494
bigram	组织		开展	416
bigram	组织		机构	262
bigram	组织		结构	293
bigram	终于		找到	415
bigram	终于		明白	326
bigram	经常		出现	296
bigram	经济		利益	381
bigram	经济		危机	327
bigram	经济		发展	3395
bigram	经济		合作	292
bigram	经济		基础	276
bigram	经济		增长	1683
bigram	经济		学家	1272
bigram	经济		实力	453
bigram	经济		建设	742
bigram	经济		形势	259
bigram	经济		损失	513
bigram	经济		效益	1000
bigram	经济		活动	250
bigram	经济		社会	811
bigram	经济		组织	260
bigram	经济		结构	322
bigram	经济		运行	381
bigram	经纪		公司	377
bigram	经营		企业	246
bigram	经营		模式	287
bigram	经营		活动	374
bigram	经营		理念	322
bigram	经营		管理	652
bigram	经营		范围	245
bigram	经贸		合作	272
bigram	经验		丰富	430
bigram	结合		起来	965
bigram	结构		调整	484
bigram	结果		显示	334
bigram	结果		表明	261
bigram	给我		打电话	25000
bigram	绝大		多数	2047
bigram	绝大		部分	1042
bigram	绝对		不会	775
bigram	绝对		不是	612
bigram	绝对		不能	381
bigram	统一		管理	257
bigram	统计		数据	554
bigram	继续		努力	461
bigram	绩效		考核	245
bigram	综合		利用	257
bigram	综合		实力	265
bigram	综合		治理	402
bigram	综合		素质	428
bigram	绿色		食品	326
bigram	网上		交易	257
bigram	网上		购物	264
bigram	网上		银行	476
bigram	网友		评论	256
bigram	网站		建设	331
bigram	网络		传播	868
bigram	网络		公司	287
bigram	网络		媒体	351
bigram	网络		安全	451
bigram	网络		广告	326
bigram	网络		技术	331
bigram	网络		服务	297
bigram	网络		游戏	1529
bigram	网络		环境	287
bigram	网络		电视	288
bigram	网络		营销	629
bigram	网络		设备	251
bigram	网络		连接	260
bigram	网页		设计	253
bigram	罗马		尼亚	298
bigram	美国		市场	271
bigram	美国		总统	377
bigram	美国		政府	771
bigram	美国		经济	495
bigram	美术		学院	244
bigram	群发		软件	439
bigram	考试		成绩	322
bigram	聊天		记录	450
bigram	职业		教育	591
bigram	职业		生涯	588
bigram	职业		道德	479
bigram	职能		部门	596
bigram	联合		起来	255
bigram	联系		方式	1296
bigram	联系		电话	935
bigram	联系		起来	377
bigram	股东		大会	871
bigram	股份		公司	404
bigram	股指		期货	1005
bigram	股权		转让	329
bigram	股票		市场	560
bigram	背景		音乐	463
bigram	脚踏		实地	281
bigram	自主		创新	859
bigram	自主		品牌	673
bigram	自主		研发	364
bigram	自动		更新	253
bigram	自古		以来	260
bigram	自学		考试	289
bigram	自己		动手	285
bigram	自己		喜欢	942
bigram	自然		灾害	442
bigram	自然		环境	327
bigram	自然		科学	333
bigram	自然		资源	355
bigram	自由		主义	311
bigram	自由		自在	311
bigram	航空		公司	1210
bigram	艰苦		奋斗	251
bigram	节日		快乐	400
bigram	芙蓉		姐姐	526
bigram	英语		学习	255
bigram	苹果		手机	24000
bigram	范围		之内	296
bigram	药物		治疗	318
bigram	获得		成功	294
bigram	获得		更多	314
bigram	营业		执照	502
bigram	营业		收入	298
bigram	营养		不良	281
bigram	营养		成分	265
bigram	蓬勃		发展	348
bigram	虚拟		主机	543
bigram	蚂蚁		集团	1600
bigram	血液		循环	1286
bigram	行业		协会	621
bigram	行业		发展	310
bigram	行业		标准	281
bigram	行之		有效	291
bigram	行政		主管	280
bigram	行政		区域	318
bigram	行政		处罚	491
bigram	行政		复议	277
bigram	行政		审批	257
bigram	行政		执法	635
bigram	行政		机关	596
bigram	行政		法规	264
bigram	行政		管理	632
bigram	行政		许可	446
bigram	行政		部门	869
bigram	表现		出来	667
bigram	表现		形式	373
bigram	表示		感谢	328
bigram	表达		方式	245
bigram	表达		自己	416
bigram	装修		公司	251
bigram	西方		国家	577
bigram	西部		地区	432
bigram	规划		建设	282
bigram	规划		设计	285
bigram	规模		以上	253
bigram	规模		最大	529
bigram	规章		制度	500
bigram	视觉		效果	305
bigram	视频		播放	362
bigram	觉得		自己	2555
bigram	解决		办法	693
bigram	解决		方案	2767
bigram	解决		方法	557
bigram	解决		问题	1741
bigram	解放		思想	486
bigram	言论		自由	363
bigram	计划		生育	1227
bigram	计划		经济	436
bigram	计算		方法	303
bigram	认为		自己	825
bigram	认真		做好	305
bigram	认真		学习	484
bigram	认真		落实	288
bigram	认真		贯彻	279
bigram	记录		下来	337
bigram	记得		吃饭	1600
bigram	记者		采访	673
bigram	设计		方案	379
bigram	设计		理念	414
bigram	证券		交易	255
bigram	证券		公司	875
bigram	证券		市场	770
bigram	证券		投资	506
bigram	评选		活动	296
bigram	试点		工作	416
bigram	试验		研究	260
bigram	详细		介绍	411
bigram	详细		信息	377
bigram	语言		文明	2934
bigram	说不		清楚	525
bigram	课堂		教学	403
bigram	调查		报告	499
bigram	调查		显示	548
bigram	调查		研究	498
bigram	调查		结果	421
bigram	谢谢		你的	26000
bigram	谢谢		大家	681
bigram	负面		影响	617
bigram	财务		报表	244
bigram	财务		管理	430
bigram	财政		收入	521
bigram	财政		政策	247
bigram	财政		部门	372
bigram	责任		编辑	260
bigram	货币		政策	861
bigram	质量		安全	329
bigram	质量		控制	292
bigram	质量		管理	346
bigram	质量		问题	621
bigram	贫困		地区	325
bigram	贫富		差距	280
bigram	购物		中心	405
bigram	贯彻		执行	253
bigram	贯彻		落实	1389
bigram	贷款		利率	355
bigram	贸易		顺差	295
bigram	资产		管理	308
bigram	资产		重组	279
bigram	资产		阶级	524
bigram	资本		主义	1213
bigram	资本		市场	1537
bigram	资格		证书	256
bigram	资源		优势	358
bigram	资源		共享	320
bigram	资源		配置	331
bigram	资金		投入	309
bigram	资金		来源	249
bigram	赔偿		责任	268
bigram	超级		女声	386
bigram	跨国		公司	912
bigram	路上		小心	4000
bigram	路上		注意	25000
bigram	身体		健康	933
bigram	身体		状况	274
bigram	身心		健康	283
bigram	轨道		交通	359
bigram	软件		公司	302
bigram	软件		开发	567
bigram	输入法		反应	24000
bigram	达成		协议	340
bigram	迄今		为止	463
bigram	迅速		发展	415
bigram	运行		机制	268
bigram	还不		知道	1728
bigram	还是		没有	682
bigram	还有		一些	1117
bigram	还有		什么	1495
bigram	还有		很多	1327
bigram	还有		没有	621
bigram	这个		世界	1702
bigram	这个		东西	817
bigram	这个		功能	1500
bigram	这个		名字	888
bigram	这个		国家	480
bigram	这个		地方	778
bigram	这个		城市	754
bigram	这个		女人	539
bigram	这个		女孩	245
bigram	这个		家伙	853
bigram	这个		故事	624
bigram	这个		数字	423
bigram	这个		文件	349
bigram	这个		时代	410
bigram	这个		时候	2239
bigram	这个		机会	363
bigram	这个		消息	464
bigram	这个		游戏	413
bigram	这个		男人	509
bigram	这个		网站	579
bigram	这个		问题	54154
bigram	这么		多人	654
bigram	这么		多年	1055
bigram	这么		简单	494
bigram	这些		东西	982
bigram	这些		都是	1047
bigram	这些		问题	1131
bigram	这件		事情	1086
bigram	这张		专辑	416
bigram	这是		一个	2866
bigram	这是		一种	984
bigram	这是		什么	27525
bigram	这样		一来	458
bigram	这样		才能	662
bigram	这段		时间	1562
bigram	这种		事情	704
bigram	这种		情况	2471
bigram	这种		感觉	605
bigram	这种		方式	739
bigram	这种		方法	680
bigram	这篇		文章	1345
bigram	这部		电影	812
bigram	进入		中国	512
bigram	进入		市场	249
bigram	进展		情况	353
bigram	进展		顺利	255
bigram	进行		交流	319
bigram	进行		全面	426
bigram	进行		分析	521
bigram	进行		到底	306
bigram	进行		检查	404
bigram	进行		研究	273
bigram	进行		调整	404
bigram	进行		调查	451
bigram	远程		教育	355
bigram	远远		超过	459
bigram	违法		犯罪	393
bigram	违法		行为	814
bigram	违法		违规	249
bigram	迫切		需要	339
bigram	追究		责任	435
bigram	适合		自己	650
bigram	通过		网络	509
bigram	那一		瞬间	247
bigram	那个		地方	403
bigram	那个		女人	400
bigram	那个		女孩	306
bigram	那个		时候	1541
bigram	那个		男人	428
bigram	那天		晚上	456
bigram	那种		感觉	396
bigram	郑重		声明	677
bigram	部分		内容	1258
bigram	部分		地区	510
bigram	都不		知道	2351
bigram	都是		这样	627
bigram	都有		自己	602
bigram	配套		设施	375
bigram	配置		文件	489
bigram	采取		措施	571
bigram	重大		问题	451
bigram	重新		启动	628
bigram	重新		回到	272
bigram	重新		安装	270
bigram	重新		开始	354
bigram	重点		工程	252
bigram	重点		项目	363
bigram	重装		系统	321
bigram	重要		作用	735
bigram	重要		内容	531
bigram	重要		原因	594
bigram	重要		因素	525
bigram	重要		思想	509
bigram	重要		意义	516
bigram	重要		讲话	460
bigram	野生		动物	420
bigram	金山		毒霸	257
bigram	金山		词霸	387
bigram	金融		危机	867
bigram	金融		市场	631
bigram	金融		服务	339
bigram	金融		机构	1499
bigram	银行		贷款	422
bigram	销售		人员	767
bigram	销售		价格	334
bigram	销售		收入	677
bigram	销售		渠道	290
bigram	错误		信息	261
bigram	锻炼		身体	289
bigram	长效		机制	382
bigram	长期		以来	675
bigram	长篇		小说	284
bigram	门户		网站	937
bigram	闭上		眼睛	447
bigram	问卷		调查	267
bigram	问题		已经	25000
bigram	问题		怎么	25000
bigram	问题		解决	283
bigram	阅读		全文	451
bigram	队伍		建设	380
bigram	阿尔		卡特	249
bigram	阿里		巴巴	1787
bigram	降低		成本	358
bigram	除此		之外	563
bigram	隆重		举行	300
bigram	随之		而来	281
bigram	随处		可见	361
bigram	随心		所欲	436
bigram	随时		随地	539
bigram	随身		携带	336
bigram	难以		想象	251
bigram	难以		置信	295
bigram	集团		公司	1335
bigram	集成		电路	403
bigram	需要		什么	325
bigram	需要		帮助	419
bigram	需要		时间	289
bigram	需要		注意	462
bigram	青藏		铁路	347
bigram	青藏		高原	305
bigram	非常		不错	398
bigram	非常		喜欢	663
bigram	非常		感谢	846
bigram	非常		方便	249
bigram	非常		重要	1562
bigram	非常		重视	403
bigram	面向		对象	291
bigram	音乐		学院	247
bigram	顶顶		顶顶	2125
bigram	项目		建设	553
bigram	项目		管理	491
bigram	项目		经理	526
bigram	顺利		完成	334
bigram	顺利		进行	355
bigram	顺利		通过	285
bigram	颁奖		典礼	409
bigram	领导		小组	1412
bigram	领导		干部	1547
bigram	领导		班子	676
bigram	风险		投资	618
bigram	风险		管理	373
bigram	飞速		发展	303
bigram	食品		安全	1221
bigram	食品		药品	289
bigram	首发		经济	500
bigram	首届		中国	267
bigram	香港		电影	303
bigram	马上		就要	442
bigram	马来		西亚	1395
bigram	驱动		程序	715
bigram	高中		毕业	301
bigram	高度		评价	345
bigram	高度		重视	1462
bigram	高新		技术	612
bigram	高等		学校	414
bigram	高等		教育	1167
bigram	高等		院校	330
bigram	高速		公路	1952
bigram	高速		发展	475
bigram	高速		增长	536
bigram	魔兽		世界	885
bigram	鼠标		右键	245
bigram	龙头		企业	770
trigram	什么	时候	出发	50000
trigram	今天	中午	吃什么	25000
trigram	今天	天气	不错	1800
trigram	今天	晚上	吃什么	26000
trigram	你是	什么	意思	27000
trigram	功能	已经	完成	1500
trigram	周末	一起	吃饭	1200
trigram	好的	没有	问题	26000
trigram	我不	明白	你的	25000
trigram	我不	知道	为什么	27000
trigram	我们	什么	时候	25000
trigram	明天	什么	时候	25000
trigram	明天	早上	吃什么	25000
trigram	明白	你的	意思	25000
trigram	晚上	早点	休息	25000
trigram	有空	给我	打电话	25000
trigram	祝你	工作	顺利	24000
trigram	祝你	生活	愉快	24000
trigram	谢谢	你的	帮助	26000
trigram	路上	注意	安全	25000
trigram	输入法	反应	很慢	24000
trigram	这个	功能	已经	1500
trigram	这个	问题	已经	25000
trigram	这个	问题	怎么	25000
trigram	这是	什么	意思	27000
trigram	问题	已经	解决	25000
trigram	问题	怎么	解决	25000
